i,j,name_i,name_j,distance_m,rssi_dbm,per,adjacent
28,46,28,46,1372.45,-127.98,1,0
28,47,28,DSO,2761.21,-137.154,1,0
28,48,28,Market,2761.21,-121.41,1,0
29,30,29,30,60,-84.2982,0,1
29,31,29,31,60,-73.7167,0,1
29,32,29,32,169.706,-86.166,0,1
29,33,29,33,216.333,-116.338,1,0
29,34,29,34,1020.99,-106.708,1,0
29,35,29,35,1095.87,-94.8494,0,1
29,36,29,36,1170.77,-130.32,1,0
29,37,29,37,1245.67,-129.044,1,0
29,38,29,38,1320.59,-131.566,1,0
29,39,29,39,1395.52,-117.545,1,0
29,40,29,40,1470.45,-128.798,1,0
29,41,29,41,1545.39,-110.611,1,0
29,42,29,42,1620.34,-132.677,1,0
29,43,29,43,1319.32,-119.719,1,0
29,44,29,44,1322.3,-103.219,0.15,1
29,45,29,45,1550.11,-100.596,0.006,1
29,46,29,46,1558.44,-99.0293,0,1
29,47,29,DSO,2582.14,-116.184,1,0
29,48,29,Market,2582.14,-109.008,1,0
30,31,30,31,84.8528,-84.5059,0,1
30,32,30,32,216.333,-90.9537,0,1
30,33,30,33,268.328,-86.2958,0,1
30,34,30,34,1026.26,-98.892,0,1
30,35,30,35,1100.78,-126.769,1,0
30,36,30,36,1175.37,-117.363,1,0
30,37,30,37,1250,-97.6947,0,1
30,38,30,38,1324.67,-110.662,1,0
30,39,30,39,1399.38,-132.72,1,0
30,40,30,40,1474.12,-127.701,1,0
30,41,30,41,1548.88,-102.149,0.03,1
30,42,30,42,1623.67,-103.291,0.15,1
30,43,30,43,1320,-111.664,1,0
30,44,30,44,1319.57,-122.16,1,0
30,45,30,45,1556.49,-101.936,0.03,1
30,46,30,46,1567.65,-105.195,0.8,0
30,47,30,DSO,2584.46,-135.094,1,0
30,48,30,Market,2584.46,-122.892,1,0
31,32,31,32,134.164,-93.3669,0,1
31,33,31,33,189.737,-91.1987,0,1
31,34,31,34,961.101,-107.298,1,0
31,35,31,35,1035.97,-94.2617,0,1
31,36,31,36,1110.85,-103.608,0.4,1
31,37,31,37,1185.75,-102.309,0.03,1
31,38,31,38,1260.66,-95.7538,0,1
31,39,31,39,1335.58,-120.754,1,0
31,40,31,40,1410.5,-100.212,0.0015,1
31,41,31,41,1485.44,-115.003,1,0
31,42,31,42,1560.38,-126.686,1,0
31,43,31,43,1259.32,-114.44,1,0
31,44,31,44,1262.45,-100.823,0.006,1
31,45,31,45,1490.35,-102.131,0.03,1
31,46,31,46,1499,-118.53,1,0
31,47,31,DSO,2642.12,-122.944,1,0
31,48,31,Market,2642.12,-137.24,1,0
32,33,32,33,60,-107.109,1,0
32,34,32,34,901.233,-95.0795,0,1
32,35,32,35,976.08,-124.139,1,0
32,36,32,36,1050.95,-110.214,1,0
32,37,32,37,1125.83,-116.481,1,0
32,38,32,38,1200.73,-99.5048,0.0015,1
32,39,32,39,1275.64,-132.83,1,0
32,40,32,40,1350.57,-106.455,1,0
32,41,32,41,1425.5,-130.818,1,0
32,42,32,42,1500.43,-125.765,1,0
32,43,32,43,1206.81,-117.133,1,0
32,44,32,44,1217.49,-118.462,1,0
32,45,32,45,1424.31,-96.0453,0,1
32,46,32,46,1427.07,-123.209,1,0
32,47,32,DSO,2701.65,-104.052,0.4,1
32,48,32,Market,2701.65,-108.047,1,0
33,34,33,34,907.209,-93.4452,0,1
33,35,33,35,981.6,-94.2521,0,1
33,36,33,36,1056.08,-110.219,1,0
33,37,33,37,1130.62,-127.929,1,0
33,38,33,38,1205.22,-108.315,1,0
33,39,33,39,1279.87,-106.614,1,0
33,40,33,40,1354.56,-133.326,1,0
33,41,33,41,1429.28,-118.958,1,0
33,42,33,42,1504.03,-101.941,0.03,1
33,43,33,43,1214.99,-131.576,1,0
33,44,33,44,1229.26,-132.381,1,0
33,45,33,45,1424.94,-111.384,1,0
33,46,33,46,1424.54,-125.449,1,0
33,47,33,DSO,2703.43,-108.15,1,0
33,48,33,Market,2703.43,-133.284,1,0
34,35,34,35,75,-75.8186,0,1
34,36,34,36,150,-100.503,0.006,1
34,37,34,37,225,-103.712,0.4,1
34,38,34,38,300,-107.968,1,0
34,39,34,39,375,-85.4086,0,1
34,40,34,40,450,-103.816,0.4,1
34,41,34,41,525,-99.2215,0,1
34,42,34,42,600,-87.7647,0,1
34,43,34,43,309.233,-120.698,1,0
34,44,34,44,335.41,-96.308,0,1
34,45,34,45,530.33,-117.031,1,0
34,46,34,46,546.008,-106.103,1,0
34,47,34,DSO,3600.43,-111.177,1,0
34,48,34,Market,3600.43,-132.007,1,0
35,36,35,36,75,-92.5887,0,1
35,37,35,37,150,-93.9432,0,1
35,38,35,38,225,-96.3114,0,1
35,39,35,39,300,-99.5148,0.0015,1
35,40,35,40,375,-107.699,1,0
35,41,35,41,450,-90.247,0,1
35,42,35,42,525,-98.8782,0,1
35,43,35,43,237.171,-79.613,0,1
35,44,35,44,270.416,-84.7929,0,1
35,45,35,45,456.207,-115.191,1,0
35,46,35,46,474.342,-97.7186,0,1
35,47,35,DSO,3675.43,-115.78,1,0
35,48,35,Market,3675.43,-142.74,1,0
36,37,36,37,75,-108.553,1,0
36,38,36,38,150,-81.829,0,1
36,39,36,39,225,-87.5292,0,1
36,40,36,40,300,-99.7354,0.0015,1
36,41,36,41,375,-96.7052,0,1
36,42,36,42,450,-110.161,1,0
36,43,36,43,167.705,-97.123,0,1
36,44,36,44,212.132,-79.6918,0,1
36,45,36,45,382.426,-113.523,1,0
36,46,36,46,403.887,-93.9324,0,1
36,47,36,DSO,3750.43,-121.712,1,0
36,48,36,Market,3750.43,-137.966,1,0
37,38,37,38,75,-74.1703,0,1
37,39,37,39,150,-80.7833,0,1
37,40,37,40,225,-91.2199,0,1
37,41,37,41,300,-81.9415,0,1
37,42,37,42,375,-103.338,0.15,1
37,43,37,43,106.066,-99.7763,0.0015,1
37,44,37,44,167.705,-103.121,0.15,1
37,45,37,45,309.233,-116.325,1,0
37,46,37,46,335.41,-112.994,1,0
37,47,37,DSO,3825.43,-117.55,1,0
37,48,37,Market,3825.43,-108.543,1,0
38,39,38,39,75,-85.0494,0,1
38,40,38,40,150,-76.1146,0,1
38,41,38,41,225,-113.236,1,0
38,42,38,42,300,-101.982,0.03,1
38,43,38,43,75,-106.468,1,0
38,44,38,44,150,-107.598,1,0
38,45,38,45,237.171,-97.2078,0,1
38,46,38,46,270.416,-80.821,0,1
38,47,38,DSO,3900.43,-142.498,1,0
38,48,38,Market,3900.43,-130.397,1,0
39,40,39,40,75,-97.0949,0,1
39,41,39,41,150,-102.67,0.15,1
39,42,39,42,225,-108.864,1,0
39,43,39,43,106.066,-90.1576,0,1
39,44,39,44,167.705,-99.2781,0,1
39,45,39,45,167.705,-112.759,1,0
39,46,39,46,212.132,-83.5926,0,1
39,47,39,DSO,3975.43,-129.438,1,0
39,48,39,Market,3975.43,-135.972,1,0
40,41,40,41,75,-69.387,0,1
40,42,40,42,150,-79.3848,0,1
40,43,40,43,167.705,-95.5443,0,1
40,44,40,44,212.132,-91.6288,0,1
40,45,40,45,106.066,-106.56,1,0
40,46,40,46,167.705,-98.7417,0,1
40,47,40,DSO,4050.43,-137.042,1,0
40,48,40,Market,4050.43,-128.73,1,0
41,42,41,42,75,-95.1436,0,1
41,43,41,43,237.171,-97.5015,0,1
41,44,41,44,270.416,-107.265,1,0
41,45,41,45,75,-101.692,0.03,1
41,46,41,46,150,-98.338,0,1
41,47,41,DSO,4125.43,-113.916,1,0
41,48,41,Market,4125.43,-114.95,1,0
42,43,42,43,309.233,-98.3925,0,1
42,44,42,44,335.41,-104.609,0.8,0
42,45,42,45,106.066,-104.412,0.8,0
42,46,42,46,167.705,-103.036,0.15,1
42,47,42,DSO,4200.43,-126.067,1,0
42,48,42,Market,4200.43,-118.239,1,0
43,44,43,44,75,-79.0785,0,1
43,45,43,45,270.416,-114.55,1,0
43,46,43,46,318.198,-82.161,0,1
43,47,43,DSO,3901.35,-111.302,1,0
43,48,43,Market,3901.35,-113.377,1,0
44,45,44,45,318.198,-111.623,1,0
44,46,44,46,375,-93.1516,0,1
44,47,44,DSO,3903.7,-115.09,1,0
44,48,44,Market,3903.7,-128.136,1,0
45,46,45,46,75,-100.129,0.0015,1
45,47,45,DSO,4125.93,-114.464,1,0
45,48,45,Market,4125.93,-121.096,1,0
46,47,46,DSO,4127.8,-124.962,1,0
46,48,46,Market,4127.8,-136.299,1,0
47,48,DSO,Market,0,0,0,1
