i,j,name_i,name_j,distance_m,rssi_dbm,per,adjacent
30,69,30,69,987.859,-121.465,1,0
30,70,30,70,1008.43,-94.5625,0,0
30,71,30,71,1028.9,-121.366,1,0
30,72,30,72,1045.85,-111.026,1,0
30,73,30,73,1066.38,-104.231,0.4,0
30,74,30,74,1092.62,-106.412,1,0
30,75,30,DSO,633.569,-122.062,1,0
30,76,30,Market,633.569,-125.202,1,0
31,32,31,32,24.1661,-73.0281,0,1
31,33,31,33,42.72,-83.8714,0,1
31,34,31,34,70.7248,-100.4,0.006,1
31,35,31,35,91.6788,-92.5075,0,0
31,36,31,36,121.264,-92.3089,0,0
31,37,31,37,143.056,-110.597,1,0
31,38,31,38,165.557,-86.3309,0,0
31,39,31,39,191.846,-95.2007,0,0
31,40,31,40,209.38,-81.9202,0,0
31,41,31,41,236.178,-114.222,1,0
31,42,31,42,261.874,-84.2674,0,0
31,43,31,43,290.663,-91.0873,0,0
31,44,31,44,317.492,-92.2279,0,0
31,45,31,45,333.757,-93.0972,0,0
31,46,31,46,351.438,-98.4513,0,0
31,47,31,47,374.833,-96.2874,0,0
31,48,31,48,407.414,-113.496,1,0
31,49,31,49,435.764,-106.364,1,0
31,50,31,50,456.15,-97.5756,0,0
31,51,31,51,481.727,-94.1374,0,0
31,52,31,52,500.969,-105.495,1,0
31,53,31,53,532.745,-113.064,1,0
31,54,31,54,567.398,-120.972,1,0
31,55,31,55,594.771,-92.8749,0,0
31,56,31,56,613.809,-127.096,1,0
31,57,31,57,633.624,-91.4769,0,0
31,58,31,58,662.695,-90.0032,0,0
31,59,31,59,692.301,-123.29,1,0
31,60,31,60,722.056,-92.8492,0,0
31,61,31,61,746.32,-98.6095,0,0
31,62,31,62,770.851,-98.4447,0,0
31,63,31,63,796.264,-105.138,0.8,0
31,64,31,64,818.86,-104.274,0.4,0
31,65,31,65,849.953,-113.126,1,0
31,66,31,66,881.796,-96.2619,0,0
31,67,31,67,912.172,-111.91,1,0
31,68,31,68,935.524,-122.49,1,0
31,69,31,69,959.55,-94.3585,0,0
31,70,31,70,980.1,-106.4,1,0
31,71,31,71,1000.58,-126.646,1,0
31,72,31,72,1017.54,-94.3009,0,0
31,73,31,73,1038.06,-130.046,1,0
31,74,31,74,1064.28,-121.179,1,0
31,75,31,DSO,661.858,-120.592,1,0
31,76,31,Market,661.858,-102.081,0.03,0
32,33,32,33,19.105,-68.6512,0,1
32,34,32,34,47.0106,-84.6721,0,1
32,35,32,35,68.593,-89.5157,0,0
32,36,32,36,98.2904,-99.8077,0.0015,0
32,37,32,37,119.754,-86.8187,0,0
32,38,32,38,142.341,-96.4567,0,0
32,39,32,39,169,-98.4206,0,0
32,40,32,40,186.698,-87.0906,0,0
32,41,32,41,213.663,-117.247,1,0
32,42,32,42,239.019,-109.358,1,0
32,43,32,43,268.017,-92.7076,0,0
32,44,32,44,294.966,-98.1602,0,0
32,45,32,45,311.207,-108.289,1,0
32,46,32,46,328.976,-119.663,1,0
32,47,32,47,352.483,-95.6576,0,0
32,48,32,48,385.105,-122.088,1,0
32,49,32,49,413.495,-114.985,1,0
32,50,32,50,433.761,-85.709,0,0
32,51,32,51,459.436,-97.9531,0,0
32,52,32,52,478.759,-104.422,0.8,0
32,53,32,53,510.495,-121.429,1,0
32,54,32,54,545.135,-89.6602,0,0
32,55,32,55,572.368,-116.898,1,0
32,56,32,56,591.346,-103.987,0.4,0
32,57,32,57,611.176,-117.905,1,0
32,58,32,58,640.307,-93.8248,0,0
32,59,32,59,669.828,-106.975,1,0
32,60,32,60,699.629,-110.852,1,0
32,61,32,61,724.009,-97.3017,0,0
32,62,32,62,748.42,-115.735,1,0
32,63,32,63,773.793,-91.1077,0,0
32,64,32,64,796.354,-127.673,1,0
32,65,32,65,827.413,-102.904,0.15,0
32,66,32,66,859.289,-103.838,0.4,0
32,67,32,67,889.612,-92.1447,0,0
32,68,32,68,912.877,-111.221,1,0
32,69,32,69,936.93,-118.865,1,0
32,70,32,70,957.424,-126.303,1,0
32,71,32,71,977.931,-118.296,1,0
32,72,32,72,994.906,-101.68,0.03,0
32,73,32,73,1015.41,-109.028,1,0
32,74,32,74,1041.58,-117.956,1,0
32,75,32,DSO,684.573,-119.096,1,0
32,76,32,Market,684.573,-94.9735,0,0
33,34,33,34,28.0179,-82.0652,0,1
33,35,33,35,49.4975,-79.6736,0,0
33,36,33,36,79.196,-71.2447,0,0
33,37,33,37,100.658,-103.383,0.4,0
33,38,33,38,123.24,-78.8829,0,0
33,39,33,39,149.907,-76.9014,0,0
33,40,33,40,167.622,-83.8995,0,0
33,41,33,41,194.61,-102.808,0.15,0
33,42,33,42,219.92,-91.9481,0,0
33,43,33,43,248.938,-110.165,1,0
33,44,33,44,275.902,-82.5838,0,0
33,45,33,45,292.139,-113.621,1,0
33,46,33,46,309.919,-105.706,1,0
33,47,33,47,333.444,-100.274,0.0015,0
33,48,33,48,366.072,-103.43,0.4,0
33,49,33,49,394.468,-112.061,1,0
33,50,33,50,414.712,-108.73,1,0
33,51,33,51,440.402,-91.0141,0,0
33,52,33,52,459.74,-102.221,0.03,0
33,53,33,53,491.467,-110.2,1,0
33,54,33,54,526.104,-120.006,1,0
33,55,33,55,553.312,-121.39,1,0
33,56,33,56,572.281,-104.991,0.8,0
33,57,33,57,592.112,-122.408,1,0
33,58,33,58,621.252,-88.1577,0,0
33,59,33,59,650.76,-105.132,0.8,0
33,60,33,60,680.567,-123.256,1,0
33,61,33,61,704.965,-99.589,0.0015,0
33,62,33,62,729.357,-115.183,1,0
33,63,33,63,754.724,-123.164,1,0
33,64,33,64,777.281,-122.408,1,0
33,65,33,65,808.335,-99.9452,0.0015,0
33,66,33,66,840.214,-128.235,1,0
33,67,33,67,870.531,-93.8571,0,0
33,68,33,68,893.787,-92.7374,0,0
33,69,33,69,917.842,-108.64,1,0
33,70,33,70,938.331,-100.526,0.006,0
33,71,33,71,958.841,-111.912,1,0
33,72,33,72,975.817,-93.9973,0,0
33,73,33,73,996.316,-94.2204,0,0
33,74,33,74,1022.49,-108.736,1,0
33,75,33,DSO,703.674,-106.886,1,0
33,76,33,Market,703.674,-123.177,1,0
34,35,34,35,22.4722,-70.2846,0,0
34,36,34,36,51.8556,-69.2371,0,0
34,37,34,37,72.8629,-89.3394,0,0
34,38,34,38,95.483,-90.1992,0,0
34,39,34,39,122.43,-89.6734,0,0
34,40,34,40,140.264,-79.6369,0,0
34,41,34,41,167.362,-114.733,1,0
34,42,34,42,192.354,-108.274,1,0
34,43,34,43,221.515,-99.6556,0.0015,0
34,44,34,44,248.558,-113.242,1,0
34,45,34,45,264.764,-87.0933,0,0
34,46,34,46,282.604,-82.4314,0,0
34,47,34,47,306.206,-96.0499,0,0
34,48,34,48,338.851,-101.734,0.03,0
34,49,34,49,367.266,-97.1743,0,0
34,50,34,50,387.408,-93.016,0,0
34,51,34,51,413.165,-100.09,0.0015,0
34,52,34,52,432.56,-122.496,1,0
34,53,34,53,464.247,-123.349,1,0
34,54,34,54,498.865,-123.392,1,0
34,55,34,55,525.963,-125.179,1,0
34,56,34,56,544.885,-110.96,1,0
34,57,34,57,564.725,-124.394,1,0
34,58,34,58,593.903,-126.09,1,0
34,59,34,59,623.347,-115.796,1,0
34,60,34,60,653.184,-101.771,0.03,0
34,61,34,61,677.661,-89.4414,0,0
34,62,34,62,701.964,-124.517,1,0
34,63,34,63,727.303,-105.252,0.8,0
34,64,34,64,749.833,-106.559,1,0
34,65,34,65,780.862,-126.772,1,0
34,66,34,66,812.761,-99.3081,0,0
34,67,34,67,843.042,-123.277,1,0
34,68,34,68,866.241,-128.062,1,0
34,69,34,69,890.311,-117.057,1,0
34,70,34,70,910.763,-118.233,1,0
34,71,34,71,931.292,-101.44,0.03,0
34,72,34,72,948.275,-93.8114,0,0
34,73,34,73,968.762,-111.604,1,0
34,74,34,74,994.899,-126.449,1,0
34,75,34,DSO,731.345,-116.059,1,0
34,76,34,Market,731.345,-117.014,1,0
35,36,35,36,29.6985,-85.5172,0,1
35,37,35,37,51.4004,-90.0926,0,1
35,38,35,38,73.8783,-88.9166,0,1
35,39,35,39,100.409,-101.007,0.006,1
35,40,35,40,118.14,-73.6073,0,1
35,41,35,41,145.165,-85.051,0,1
35,42,35,42,170.426,-95.1396,0,1
35,43,35,43,199.449,-101.692,0.03,1
35,44,35,44,226.433,-89.4167,0,1
35,45,35,45,242.662,-81.5408,0,1
35,46,35,46,260.461,-101.689,0.03,1
35,47,35,47,284.016,-85.9635,0,1
35,48,35,48,316.653,-102.939,0.15,1
35,49,35,49,345.058,-92.3657,0,1
35,50,35,50,365.262,-104.106,0.4,1
35,51,35,51,390.978,-95.3224,0,1
35,52,35,52,410.343,-96.4401,0,1
35,53,35,53,442.052,-101.452,0.03,1
35,54,35,54,476.681,-87.818,0,1
35,55,35,55,503.849,-106.456,1,0
35,56,35,56,522.805,-121.922,1,0
35,57,35,57,542.639,-89.5356,0,0
35,58,35,58,571.79,-94.9562,0,0
35,59,35,59,601.28,-99.2734,0,0
35,60,35,60,631.096,-120.727,1,0
35,61,35,61,655.52,-113.001,1,0
35,62,35,62,679.883,-123.596,1,0
35,63,35,63,705.244,-114.536,1,0
35,64,35,64,727.795,-108.386,1,0
35,65,35,65,758.845,-92.1523,0,0
35,66,35,66,790.728,-113.575,1,0
35,67,35,67,821.039,-105.832,1,0
35,68,35,68,844.29,-111.297,1,0
35,69,35,69,868.346,-92.7625,0,0
35,70,35,70,888.834,-115.645,1,0
35,71,35,71,909.344,-111.315,1,0
35,72,35,72,926.32,-125.213,1,0
35,73,35,73,946.818,-98.5796,0,0
35,74,35,74,972.988,-102.724,0.15,0
35,75,35,DSO,753.165,-118.977,1,0
35,76,35,Market,753.165,-124.564,1,0
36,37,36,37,22.3607,-75.2853,0,1
36,38,36,38,44.4072,-87.3329,0,1
36,39,36,39,70.7107,-81.3124,0,1
36,40,36,40,88.459,-75.2152,0,1
36,41,36,41,115.521,-98.7081,0,1
36,42,36,42,140.73,-83.724,0,1
36,43,36,43,169.759,-102.211,0.03,1
36,44,36,44,196.759,-101.394,0.03,1
36,45,36,45,212.981,-87.8209,0,1
36,46,36,46,230.794,-84.1973,0,1
36,47,36,47,254.372,-95.0239,0,1
36,48,36,48,287.014,-87.3082,0,1
36,49,36,49,315.425,-100.522,0.006,1
36,50,36,50,335.598,-90.9125,0,1
36,51,36,51,361.334,-96.6615,0,1
36,52,36,52,380.716,-99.7462,0.0015,1
36,53,36,53,412.412,-86.3499,0,1
36,54,36,54,447.036,-96.5972,0,1
36,55,36,55,474.175,-115.208,1,0
36,56,36,56,493.122,-117.254,1,0
36,57,36,57,512.957,-123.806,1,0
36,58,36,58,542.116,-106.949,1,0
36,59,36,59,571.594,-108.205,1,0
36,60,36,60,601.415,-97.8127,0,0
36,61,36,61,625.856,-95.3079,0,0
36,62,36,62,650.201,-113.75,1,0
36,63,36,63,675.557,-118.386,1,0
36,64,36,64,698.104,-114.992,1,0
36,65,36,65,729.151,-89.2253,0,0
36,66,36,66,761.036,-106.684,1,0
36,67,36,67,791.344,-102.774,0.15,0
36,68,36,68,814.592,-107.261,1,0
36,69,36,69,838.648,-126.852,1,0
36,70,36,70,859.135,-97.5258,0,0
36,71,36,71,879.645,-114.097,1,0
36,72,36,72,896.621,-116.746,1,0
36,73,36,73,917.12,-125.132,1,0
36,74,36,74,943.29,-127.701,1,0
36,75,36,DSO,782.86,-113.737,1,0
36,76,36,Market,782.86,-91.6061,0,0
37,38,37,38,22.6274,-91.672,0,1
37,39,37,39,50,-95.0233,0,1
37,40,37,40,68.0074,-103.507,0.4,1
37,41,37,41,95.2103,-84.3746,0,1
37,42,37,42,119.604,-86.0705,0,1
37,43,37,43,148.923,-80.0536,0,1
37,44,37,44,176.051,-79.9687,0,1
37,45,37,45,192.2,-79.5722,0,1
37,46,37,46,210.109,-95.739,0,1
37,47,37,47,233.805,-100.09,0.0015,1
37,48,37,48,266.453,-85.258,0,1
37,49,37,49,294.878,-82.5118,0,1
37,50,37,50,314.875,-91.0132,0,1
37,51,37,51,340.708,-90.3311,0,1
37,52,37,52,360.174,-83.2903,0,1
37,53,37,53,391.796,-95.6712,0,1
37,54,37,54,426.381,-85.1272,0,1
37,55,37,55,453.345,-122.047,1,0
37,56,37,56,472.217,-125.058,1,0
37,57,37,57,492.062,-103.04,0.15,0
37,58,37,58,521.277,-109.299,1,0
37,59,37,59,550.654,-88.6023,0,0
37,60,37,60,580.517,-98.6876,0,0
37,61,37,61,605.075,-109.212,1,0
37,62,37,62,629.286,-124.811,1,0
37,63,37,63,654.597,-96.0803,0,0
37,64,37,64,677.103,-108.574,1,0
37,65,37,65,708.111,-122.811,1,0
37,66,37,66,740.024,-107.249,1,0
37,67,37,67,770.276,-118.263,1,0
37,68,37,68,793.436,-113.181,1,0
37,69,37,69,817.515,-127.167,1,0
37,70,37,70,837.946,-100.706,0.006,0
37,71,37,71,858.485,-109.759,1,0
37,72,37,72,875.471,-102.733,0.15,0
37,73,37,73,895.951,-127.658,1,0
37,74,37,74,922.072,-105.838,1,0
37,75,37,DSO,804.207,-125.332,1,0
37,76,37,Market,804.207,-99.5615,0.0015,0
38,39,38,39,27.7849,-64.1445,0,1
38,40,38,40,45.793,-88.2741,0,1
38,41,38,41,72.9452,-96.77,0,1
38,42,38,42,97,-76.7709,0,1
38,43,38,43,126.372,-76.5871,0,1
38,44,38,44,153.525,-92.4529,0,1
38,45,38,45,169.65,-94.438,0,1
38,46,38,46,187.579,-82.2959,0,1
38,47,38,47,211.303,-90.526,0,1
38,48,38,48,243.945,-82.6245,0,1
38,49,38,49,272.369,-99.2115,0,1
38,50,38,50,292.318,-100.261,0.0015,1
38,51,38,51,318.173,-99.5564,0.0015,1
38,52,38,52,337.658,-94.0695,0,1
38,53,38,53,369.259,-100.972,0.006,1
38,54,38,54,403.833,-97.7342,0,1
38,55,38,55,430.76,-112.533,1,0
38,56,38,56,449.619,-89.975,0,0
38,57,38,57,469.465,-112.374,1,0
38,58,38,58,498.688,-106.225,1,0
38,59,38,59,528.049,-114.016,1,0
38,60,38,60,557.918,-110.917,1,0
38,61,38,61,582.495,-111.726,1,0
38,62,38,62,606.684,-95.5643,0,0
38,63,38,63,631.988,-93.7296,0,0
38,64,38,64,654.49,-127.697,1,0
38,65,38,65,685.493,-118.828,1,0
38,66,38,66,717.409,-94.4787,0,0
38,67,38,67,747.656,-120.392,1,0
38,68,38,68,770.81,-118.166,1,0
38,69,38,69,794.89,-125.846,1,0
38,70,38,70,815.319,-115.797,1,0
38,71,38,71,835.859,-99.4696,0.0015,0
38,72,38,72,852.846,-122.248,1,0
38,73,38,73,873.325,-97.5669,0,0
38,74,38,74,899.444,-115.305,1,0
38,75,38,DSO,826.828,-105.668,1,0
38,76,38,Market,826.828,-119.072,1,0
39,40,39,40,18.0278,-69.6176,0,1
39,41,39,41,45.2217,-86.2366,0,1
39,42,39,42,70.0357,-101.202,0.006,1
39,43,39,43,99.0858,-97.4985,0,1
39,44,39,44,126.151,-98.235,0,1
39,45,39,45,142.341,-87.6489,0,1
39,46,39,46,160.206,-94.8259,0,1
39,47,39,47,183.861,-94.0726,0,1
39,48,39,48,216.511,-79.4346,0,1
39,49,39,49,244.935,-83.4348,0,1
39,50,39,50,265.002,-97.164,0,1
39,51,39,51,290.795,-85.5494,0,1
39,52,39,52,310.234,-96.4463,0,1
39,53,39,53,341.883,-90.1077,0,1
39,54,39,54,376.485,-95.5562,0,1
39,55,39,55,403.537,-107.779,1,0
39,56,39,56,422.456,-111.297,1,0
39,57,39,57,442.295,-112.144,1,0
39,58,39,58,471.476,-109.508,1,0
39,59,39,59,500.919,-105.316,0.8,0
39,60,39,60,530.754,-94.3513,0,0
39,61,39,61,555.244,-90.0928,0,0
39,62,39,62,579.535,-93.5667,0,0
39,63,39,63,604.878,-96.7127,0,0
39,64,39,64,627.415,-99.6124,0.0015,0
39,65,39,65,658.453,-106.511,1,0
39,66,39,66,690.345,-109.951,1,0
39,67,39,67,720.642,-96.7743,0,0
39,68,39,68,743.882,-102.706,0.15,0
39,69,39,69,767.939,-90.4018,0,0
39,70,39,70,788.424,-108.98,1,0
39,71,39,71,808.935,-119.01,1,0
39,72,39,72,825.912,-124.75,1,0
39,73,39,73,846.409,-119.224,1,0
39,74,39,74,872.58,-122.528,1,0
39,75,39,DSO,853.563,-103.517,0.4,0
39,76,39,Market,853.563,-112.166,1,0
40,41,40,41,27.2029,-94.1083,0,1
40,42,40,42,52.6308,-73.3654,0,1
40,43,40,43,81.3204,-87.0179,0,1
40,44,40,44,108.301,-100.403,0.006,1
40,45,40,45,124.523,-99.8638,0.0015,1
40,46,40,46,142.341,-92.3524,0,1
40,47,40,47,165.952,-99.3173,0,1
40,48,40,48,198.6,-85.6649,0,1
40,49,40,49,227.02,-94.4462,0,1
40,50,40,50,247.146,-100.717,0.006,1
40,51,40,51,272.905,-82.4322,0,1
40,52,40,52,292.318,-93.1931,0,1
40,53,40,53,323.989,-101.498,0.03,1
40,54,40,54,358.603,-95.9623,0,1
40,55,40,55,385.716,-115.254,1,0
40,56,40,56,404.665,-111.141,1,0
40,57,40,57,424.5,-104.423,0.8,0
40,58,40,58,453.657,-120.78,1,0
40,59,40,59,483.141,-118.188,1,0
40,60,40,60,512.957,-88.9057,0,0
40,61,40,61,537.402,-105.734,1,0
40,62,40,62,561.744,-121.81,1,0
40,63,40,63,587.105,-120.959,1,0
40,64,40,64,609.659,-95.0115,0,0
40,65,40,65,640.715,-117.844,1,0
40,66,40,66,672.593,-122.222,1,0
40,67,40,67,702.915,-105.72,1,0
40,68,40,68,726.199,-115.582,1,0
40,69,40,69,750.243,-94.193,0,0
40,70,40,70,770.758,-103.188,0.15,0
40,71,40,71,791.253,-108.629,1,0
40,72,40,72,808.223,-95.8819,0,0
40,73,40,73,828.73,-93.21,0,0
40,74,40,74,854.927,-115.73,1,0
40,75,40,DSO,871.197,-126.005,1,0
40,76,40,Market,871.197,-124.39,1,0
41,42,41,42,27.313,-62.5219,0,1
41,43,41,43,54.5619,-99.288,0,1
41,44,41,44,81.3204,-103.442,0.4,1
41,45,41,45,97.5807,-96.5931,0,1
41,46,41,46,115.313,-87.5742,0,1
41,47,41,47,138.852,-98.1242,0,1
41,48,41,48,171.493,-84.2745,0,1
41,49,41,49,199.905,-94.8659,0,1
41,50,41,50,220.102,-84.536,0,1
41,51,41,51,245.815,-92.9582,0,1
41,52,41,52,265.198,-95.3571,0,1
41,53,41,53,296.892,-101.88,0.03,1
41,54,41,54,331.518,-88.9775,0,1
41,55,41,55,358.705,-87.2821,0,0
41,56,41,56,377.69,-86.2019,0,0
41,57,41,57,397.517,-100.107,0.0015,0
41,58,41,58,426.644,-99.0897,0,0
41,59,41,59,456.177,-120.211,1,0
41,60,41,60,485.968,-90.3451,0,0
41,61,41,61,510.358,-124.101,1,0
41,62,41,62,534.76,-111.62,1,0
41,63,41,63,560.143,-105.609,1,0
41,64,41,64,582.718,-103.542,0.4,0
41,65,41,65,613.795,-98.1531,0,0
41,66,41,66,645.654,-127.513,1,0
41,67,41,67,676.007,-121.765,1,0
41,68,41,68,699.346,-125.768,1,0
41,69,41,69,723.373,-126.766,1,0
41,70,41,70,743.925,-95.0762,0,0
41,71,41,71,764.398,-97.0366,0,0
41,72,41,72,781.361,-105.329,0.8,0
41,73,41,73,801.879,-93.9659,0,0
41,74,41,74,828.109,-108.501,1,0
41,75,41,DSO,898.036,-94.5928,0,0
41,76,41,Market,898.036,-113.18,1,0
42,43,42,43,29.6816,-78.6018,0,1
42,44,42,44,56.8595,-97.9868,0,1
42,45,42,45,72.8011,-73.3174,0,1
42,46,42,46,90.802,-90.3259,0,1
42,47,42,47,114.621,-95.7124,0,1
42,48,42,48,147.201,-91.8341,0,1
42,49,42,49,175.602,-89.5854,0,1
42,50,42,50,195.389,-87.9742,0,1
42,51,42,51,221.298,-82.7398,0,1
42,52,42,52,240.84,-80.2016,0,1
42,53,42,53,272.369,-103.979,0.4,1
42,54,42,54,306.91,-88.9552,0,1
42,55,42,55,333.768,-98.266,0,0
42,56,42,56,352.619,-110.053,1,0
42,57,42,57,372.465,-121.788,1,0
42,58,42,58,401.693,-97.9625,0,0
42,59,42,59,431.051,-92.4242,0,0
42,60,42,60,460.918,-123.917,1,0
42,61,42,61,485.507,-105.6,1,0
42,62,42,62,509.684,-90.7331,0,0
42,63,42,63,534.993,-97.3001,0,0
42,64,42,64,557.503,-94.104,0,0
42,65,42,65,588.518,-120.203,1,0
42,66,42,66,620.426,-123.108,1,0
42,67,42,67,650.692,-97.6852,0,0
42,68,42,68,673.891,-111.584,1,0
42,69,42,69,697.958,-90.4556,0,0
42,70,42,70,718.422,-101.174,0.006,0
42,71,42,71,738.943,-94.693,0,0
42,72,42,72,755.924,-89.2763,0,0
42,73,42,73,776.415,-92.766,0,0
42,74,42,74,802.569,-98.8698,0,0
42,75,42,DSO,923.59,-104.408,0.8,0
42,76,42,Market,923.59,-96.8019,0,0
43,44,43,44,27.2029,-77.2248,0,1
43,45,43,45,43.2782,-72.5389,0,1
43,46,43,46,61.2209,-95.6264,0,1
43,47,43,47,85,-75.44,0,1
43,48,43,48,117.614,-104.322,0.4,1
43,49,43,49,146.031,-102.977,0.15,1
43,50,43,50,165.952,-86.5382,0,1
43,51,43,51,191.802,-96.1532,0,1
43,52,43,52,211.303,-83.0715,0,1
43,53,43,53,242.887,-99.2173,0,1
43,54,43,54,277.462,-100.508,0.006,1
43,55,43,55,304.454,-95.8862,0,0
43,56,43,56,323.371,-90.8387,0,0
43,57,43,57,343.21,-93.4115,0,0
43,58,43,58,372.392,-94.3887,0,0
43,59,43,59,401.838,-120.747,1,0
43,60,43,60,431.669,-123.659,1,0
43,61,43,61,456.169,-100.338,0.0015,0
43,62,43,62,480.451,-116.603,1,0
43,63,43,63,505.799,-105.471,1,0
43,64,43,64,528.346,-86.3989,0,0
43,65,43,65,559.397,-96.8081,0,0
43,66,43,66,591.278,-87.483,0,0
43,67,43,67,621.596,-122.945,1,0
43,68,43,68,644.883,-108.446,1,0
43,69,43,69,668.925,-103.514,0.4,0
43,70,43,70,689.447,-104.359,0.4,0
43,71,43,71,709.937,-100.604,0.006,0
43,72,43,72,726.906,-96.8928,0,0
43,73,43,73,747.415,-117.851,1,0
43,74,43,74,773.621,-107.448,1,0
43,75,43,DSO,952.505,-98.8883,0,0
43,76,43,Market,952.505,-95.8966,0,0
44,45,44,45,16.2788,-60.6364,0,1
44,46,44,46,34.0588,-69.413,0,1
44,47,44,47,57.8014,-100.395,0.006,1
44,48,44,48,90.4268,-97.5916,0,1
44,49,44,49,118.849,-102.942,0.15,1
44,50,44,50,138.852,-102.104,0.03,1
44,51,44,51,164.657,-99.6286,0.0015,1
44,52,44,52,184.133,-86.6793,0,1
44,53,44,53,215.745,-88.0707,0,1
44,54,44,54,250.338,-93.3318,0,1
44,55,44,55,277.417,-105.469,1,0
44,56,44,56,296.38,-113.496,1,0
44,57,44,57,316.21,-107.21,1,0
44,58,44,58,345.358,-114.705,1,0
44,59,44,59,374.863,-96.2564,0,0
44,60,44,60,404.665,-105.857,1,0
44,61,44,61,429.104,-87.027,0,0
44,62,44,62,453.455,-96.4364,0,0
44,63,44,63,478.829,-120.501,1,0
44,64,44,64,501.399,-124.935,1,0
44,65,44,65,532.474,-104.6,0.8,0
44,66,44,66,564.335,-103.631,0.4,0
44,67,44,67,594.687,-117.717,1,0
44,68,44,68,618.037,-115.499,1,0
44,69,44,69,642.059,-97.9833,0,0
44,70,44,70,662.623,-122.821,1,0
44,71,44,71,683.089,-112.021,1,0
44,72,44,72,700.049,-127.469,1,0
44,73,44,73,720.57,-105.982,1,0
44,74,44,74,746.813,-97.1169,0,0
44,75,44,DSO,979.349,-106.779,1,0
44,76,44,Market,979.349,-95.9064,0,0
45,46,45,46,18.0278,-61.8636,0,1
45,47,45,47,41.8808,-83.6015,0,1
45,48,45,48,74.4043,-78.8788,0,1
45,49,45,49,102.801,-94.3981,0,1
45,50,45,50,122.674,-76.6249,0,1
45,51,45,51,148.529,-75.136,0,1
45,52,45,52,168.048,-88.2992,0,1
45,53,45,53,199.612,-100.285,0.0015,1
45,54,45,54,234.184,-84.4183,0,1
45,55,45,55,261.199,-104.616,0.8,0
45,56,45,56,280.143,-92.2193,0,0
45,57,45,57,299.977,-108.114,1,0
45,58,45,58,329.14,-121.26,1,0
45,59,45,59,358.621,-83.1042,0,0
45,60,45,60,388.434,-118.962,1,0
45,61,45,61,412.903,-111.128,1,0
45,62,45,62,437.221,-122.214,1,0
45,63,45,63,462.586,-105.107,0.8,0
45,64,45,64,485.149,-87.7192,0,0
45,65,45,65,516.219,-95.1692,0,0
45,66,45,66,548.085,-110.453,1,0
45,67,45,67,578.429,-93.9171,0,0
45,68,45,68,601.768,-90.0922,0,0
45,69,45,69,625.793,-95.0041,0,0
45,70,45,70,646.351,-102.083,0.03,0
45,71,45,71,666.82,-121.927,1,0
45,72,45,72,683.781,-117.272,1,0
45,73,45,73,704.301,-127.935,1,0
45,74,45,74,730.54,-92.0102,0,0
45,75,45,DSO,995.615,-128.188,1,0
45,76,45,Market,995.615,-108.831,1,0
46,47,46,47,23.8537,-73.1221,0,1
46,48,46,48,56.4004,-81.8665,0,1
46,49,46,49,84.8116,-101.454,0.03,1
46,50,46,50,104.805,-88.721,0,1
46,51,46,51,130.599,-95.8532,0,1
46,52,46,52,150.083,-99.9675,0.0015,1
46,53,46,53,181.687,-102.576,0.15,1
46,54,46,54,216.28,-97.7256,0,1
46,55,46,55,243.393,-93.84,0,0
46,56,46,56,262.383,-103.653,0.4,0
46,57,46,57,282.207,-116.223,1,0
46,58,46,58,311.333,-113.031,1,0
46,59,46,59,340.872,-92.8942,0,0
46,60,46,60,370.656,-87.065,0,0
46,61,46,61,395.062,-86.1772,0,0
46,62,46,62,419.448,-105.61,1,0
46,63,46,63,444.838,-90.327,0,0
46,64,46,64,467.424,-99.7098,0.0015,0
46,65,46,65,498.515,-96.6633,0,0
46,66,46,66,530.36,-110.34,1,0
46,67,46,67,560.736,-109.535,1,0
46,68,46,68,584.132,-125.359,1,0
46,69,46,69,608.138,-97.3356,0,0
46,70,46,70,628.733,-103.358,0.15,0
46,71,46,71,649.179,-95.274,0,0
46,72,46,72,666.132,-103.866,0.4,0
46,73,46,73,686.662,-126.374,1,0
46,74,46,74,712.933,-120.363,1,0
46,75,46,DSO,1013.28,-129.885,1,0
46,76,46,Market,1013.28,-117.594,1,0
47,48,47,48,32.6497,-66.2387,0,1
47,49,47,49,61.0737,-83.1487,0,1
47,50,47,50,81.3204,-95.0755,0,1
47,51,47,51,106.963,-99.819,0.0015,1
47,52,47,52,126.372,-84.413,0,1
47,53,47,53,158.041,-91.8117,0,1
47,54,47,54,192.666,-80.3972,0,1
47,55,47,55,219.939,-83.9668,0,0
47,56,47,56,239.002,-91.8081,0,0
47,57,47,57,258.805,-97.9614,0,0
47,58,47,58,287.863,-107.247,1,0
47,59,47,59,317.492,-95.0876,0,0
47,60,47,60,347.225,-85.9671,0,0
47,61,47,61,371.528,-91.7948,0,0
47,62,47,62,396.02,-106.327,1,0
47,63,47,63,421.445,-121.202,1,0
47,64,47,64,444.063,-105.237,0.8,0
47,65,47,65,475.184,-112.799,1,0
47,66,47,66,506.996,-97.126,0,0
47,67,47,67,537.418,-110.235,1,0
47,68,47,68,560.897,-103.39,0.4,0
47,69,47,69,584.873,-116.884,1,0
47,70,47,70,605.521,-107.422,1,0
47,71,47,71,625.934,-109.286,1,0
47,72,47,72,642.872,-109.947,1,0
47,73,47,73,663.417,-116.133,1,0
47,74,47,74,689.734,-104.284,0.4,0
47,75,47,DSO,1036.63,-129.211,1,0
