node,market,energy_kwh,price_eur_mwh,cost_eur
58,bilateral,4.360606003127892,38.0,0.16570302811885992
58,spot,-0.14601089787070587,39.06041666666667,-0.06184930800985334
59,bilateral,5.879834132856055,38.0,0.22343369704853008
59,spot,6.50557148957296,39.06041666666667,0.17596499404713487
60,bilateral,0.0,38.0,0.0
60,spot,8.740005759014622,39.06041666666667,0.25025392642197714
61,bilateral,2.9650395944286534,38.0,0.11267150458828883
61,spot,-9.181989012155167,39.06041666666667,-0.3917236268115297
62,bilateral,0.13199276712804908,38.0,0.005015725150865865
62,spot,-4.29393153558724,39.06041666666667,-0.36625006567700863
63,bilateral,10.064510729652774,38.0,0.3824514077268054
63,spot,14.267293738079426,39.06041666666667,0.4858116777192551
64,bilateral,9.97431029051604,38.0,0.37902379103960954
64,spot,8.887475583922916,39.06041666666667,0.3121077161276471
65,bilateral,0.7987144081827643,38.0,0.030351147510945045
65,spot,22.98620238336747,39.06041666666667,0.7340436956756473
66,bilateral,6.0923200757359215,38.0,0.23150816287796502
66,spot,3.524511958363537,39.06041666666667,0.11982880312090537
67,bilateral,3.81203138933156,38.0,0.1448571927945993
67,spot,0.6889802994789422,39.06041666666667,-0.049509070206095684
68,bilateral,0.0,38.0,0.0
68,spot,9.534551737106861,39.06041666666667,0.27488073791488415
69,bilateral,5.361526326597923,38.0,0.2037380004107211
69,spot,9.083640855544422,39.06041666666667,0.30869433645211675
70,bilateral,3.7808524608888874,38.0,0.1436723935137777
70,spot,-7.297055903508602,39.06041666666667,-0.28644282261292026
71,bilateral,3.8077000473349507,38.0,0.14469260179872814
71,spot,2.2028199739772107,39.06041666666667,0.07489300195056584
72,bilateral,3.558047513314384,38.0,0.13520580550594657
72,spot,-6.771084553809713,39.06041666666667,-0.3129294095594843
73,bilateral,4.616935840811178,38.0,0.17544356195082475
73,spot,-7.276244603942329,39.06041666666667,-0.3095190313865354
74,bilateral,0.050000000000000044,38.0,0.0019000000000000017
74,spot,6.561572023443377,39.06041666666667,0.18392637814908905
