wall_time,t,ciclo,sender,receiver,performative,bytes,delay_s,dropped
1789091373.490842,79,ciclo3_AM_AC_AD,dso,market,propose,1012,17.895079,0
1789091373.676147,79,ciclo3_AM_AC_AD,market,concentrator_trafo_1_3,cfp,100,4.783220,0
1789091373.677027,79,ciclo3_AM_AC_AD,market,concentrator_trafo_2_12,cfp,100,2.775891,0
1789091373.677583,79,ciclo3_AM_AC_AD,market,dso,cfp,100,3.884623,0
1789091373.738173,79,ciclo3_AM_AC_AD,concentrator_trafo_2_12,market,propose,1421,23.288512,0
1789091373.743446,79,ciclo3_AM_AC_AD,dso,market,propose,1165,18.268415,0
1789091373.748603,79,ciclo3_AM_AC_AD,concentrator_trafo_1_3,market,propose,1261,38.798628,0
1789091374.208630,80,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer3,cfp,100,3.267502,0
1789091374.209443,80,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer4,cfp,100,3.439452,0
1789091374.210199,80,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer5,cfp,100,0.767728,0
1789091374.210956,80,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer6,cfp,100,3.459903,0
1789091374.211568,80,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer7,cfp,100,3.812182,0
1789091374.212130,80,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer8,cfp,100,5.438155,0
1789091374.212580,80,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer9,cfp,100,3.949007,0
1789091374.212994,80,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer10,cfp,100,1.378746,0
1789091374.213254,80,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer11,cfp,100,0.458107,0
1789091374.214164,80,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer12,cfp,100,2.267570,0
1789091374.214344,80,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer13,cfp,100,2.324862,0
1789091374.214498,80,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer14,cfp,100,1.794985,0
1789091374.214660,80,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer15,cfp,100,5.076935,0
1789091374.214813,80,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer16,cfp,100,0.352363,0
1789091374.214962,80,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer17,cfp,100,1.684092,0
1789091374.215107,80,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer18,cfp,100,1.778537,0
1789091374.215252,80,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer19,cfp,100,3.582786,0
1789091374.215399,80,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer20,cfp,100,3.625951,0
1789091374.222240,80,ciclo1_AC_AP,prosumer11,concentrator_trafo_1_3,propose,101,2.811573,0
1789091374.223773,80,ciclo1_AC_AP,prosumer5,concentrator_trafo_1_3,propose,119,3.872971,0
1789091374.225063,80,ciclo1_AC_AP,prosumer16,concentrator_trafo_2_12,propose,124,1.541844,0
1789091374.229665,80,ciclo1_AC_AP,prosumer10,concentrator_trafo_1_3,propose,497,8.745606,0
1789091374.235289,80,ciclo1_AC_AP,prosumer17,concentrator_trafo_2_12,propose,157,3.836097,0
1789091374.238001,80,ciclo1_AC_AP,prosumer14,concentrator_trafo_2_12,propose,393,9.962956,0
1789091374.239783,80,ciclo1_AC_AP,prosumer18,concentrator_trafo_2_12,propose,413,9.017204,0
1789091374.242168,80,ciclo1_AC_AP,prosumer12,concentrator_trafo_2_12,propose,175,5.546504,0
1789091374.243665,80,ciclo1_AC_AP,prosumer13,concentrator_trafo_2_12,propose,498,8.985876,0
1789091374.246073,80,ciclo1_AC_AP,prosumer3,concentrator_trafo_1_3,propose,178,3.887373,0
1789091374.247019,80,ciclo1_AC_AP,prosumer4,concentrator_trafo_1_3,propose,444,7.934020,0
1789091374.248203,80,ciclo1_AC_AP,prosumer6,concentrator_trafo_1_3,propose,294,7.387797,0
1789091374.251665,80,ciclo1_AC_AP,prosumer7,concentrator_trafo_1_3,propose,113,3.965439,0
1789091374.253414,80,ciclo1_AC_AP,prosumer19,concentrator_trafo_2_12,propose,314,5.325752,0
1789091374.253956,80,ciclo1_AC_AP,prosumer20,concentrator_trafo_2_12,propose,323,13.616549,0
1789091374.254671,80,ciclo1_AC_AP,prosumer9,concentrator_trafo_1_3,propose,390,9.330445,0
1789091374.267104,80,ciclo1_AC_AP,prosumer15,concentrator_trafo_2_12,propose,451,16.299981,0
1789091374.269001,80,ciclo1_AC_AP,prosumer8,concentrator_trafo_1_3,propose,270,14.412928,0
1789091374.435768,80,ciclo2_AD_AC,dso,concentrator_trafo_1_3,cfp,100,2.638893,0
1789091374.436228,80,ciclo2_AD_AC,dso,concentrator_trafo_2_12,cfp,100,6.432107,0
1789091374.467041,80,ciclo2_AD_AC,concentrator_trafo_1_3,dso,propose,1364,45.309064,0
1789091374.505892,80,ciclo2_AD_AC,concentrator_trafo_2_12,dso,propose,1126,33.902486,0
1789091374.926475,80,ciclo3_AM_AC_AD,market,dso,cfp,100,3.665259,0
1789091374.974939,80,ciclo3_AM_AC_AD,dso,market,propose,1472,23.765040,0
1789091375.215422,80,ciclo3_AM_AC_AD,market,concentrator_trafo_1_3,cfp,100,2.368101,0
1789091375.215794,80,ciclo3_AM_AC_AD,market,concentrator_trafo_2_12,cfp,100,0.983728,0
1789091375.216087,80,ciclo3_AM_AC_AD,market,dso,cfp,100,0.209710,0
1789091375.234908,80,ciclo3_AM_AC_AD,dso,market,propose,1070,17.391181,0
1789091375.236309,80,ciclo3_AM_AC_AD,concentrator_trafo_2_12,market,propose,1186,21.901730,0
1789091375.251733,80,ciclo3_AM_AC_AD,concentrator_trafo_1_3,market,propose,1261,38.944363,0
1789091375.711996,81,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer3,cfp,100,3.360191,0
1789091375.713100,81,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer4,cfp,100,0.362608,0
1789091375.714100,81,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer5,cfp,100,0.002127,0
1789091375.714935,81,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer6,cfp,100,3.043459,0
1789091375.715569,81,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer7,cfp,100,3.832109,0
1789091375.716236,81,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer8,cfp,100,4.544092,0
1789091375.716805,81,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer9,cfp,100,3.709059,0
1789091375.717497,81,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer10,cfp,100,2.806194,0
1789091375.717942,81,ciclo1_AC_AP,concentrator_trafo_1_3,prosumer11,cfp,100,2.545268,0
1789091375.719021,81,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer12,cfp,100,3.937441,0
1789091375.719274,81,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer13,cfp,100,0.387981,0
1789091375.719428,81,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer14,cfp,100,0.933416,0
1789091375.719723,81,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer15,cfp,100,3.420388,0
1789091375.720202,81,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer16,cfp,100,1.891077,0
1789091375.720641,81,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer17,cfp,100,3.058212,0
1789091375.720824,81,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer18,cfp,100,3.214526,0
1789091375.720949,81,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer19,cfp,100,3.044627,0
1789091375.721063,81,ciclo1_AC_AP,concentrator_trafo_2_12,prosumer20,cfp,100,3.520602,0
1789091375.723834,81,ciclo1_AC_AP,prosumer5,concentrator_trafo_1_3,propose,210,4.166273,0
1789091375.725447,81,ciclo1_AC_AP,prosumer4,concentrator_trafo_1_3,propose,373,4.575028,0
1789091375.727113,81,ciclo1_AC_AP,prosumer13,concentrator_trafo_2_12,propose,304,6.930558,0
1789091375.731683,81,ciclo1_AC_AP,prosumer14,concentrator_trafo_2_12,propose,137,3.087833,0
1789091375.742996,81,ciclo1_AC_AP,prosumer16,concentrator_trafo_2_12,propose,166,2.314525,0
1789091375.747509,81,ciclo1_AC_AP,prosumer11,concentrator_trafo_1_3,propose,308,7.693596,0
1789091375.751832,81,ciclo1_AC_AP,prosumer6,concentrator_trafo_1_3,propose,389,9.003813,0
