node,market,energy_kwh,price_eur_mwh,cost_eur
8,bilateral,0.0,38.0,0.0
8,spot,20.8541453970061,39.06041666666667,0.7256239105196589
10,bilateral,0.0,38.0,0.0
10,spot,11.377255443380225,39.06041666666667,0.3573160522347988
11,bilateral,0.02827521649387621,38.0,0.001074458226767296
11,spot,24.649130169963346,39.06041666666667,0.8688655621350825
16,bilateral,0.0,38.0,0.0
16,spot,7.993195540425864,39.06041666666667,0.25705949769072417
20,bilateral,0.0,38.0,0.0
20,spot,11.190473756596209,39.06041666666667,0.3653503868629972
22,bilateral,0.0,38.0,0.0
22,spot,12.389453087660083,39.06041666666667,0.40619063054888566
23,bilateral,0.0,38.0,0.0
23,spot,9.955098512957687,39.06041666666667,0.31177093497105235
24,bilateral,0.9346637193718434,38.0,0.03551722133613005
24,spot,3.687143402881242,39.06041666666667,-0.11149047709993562
25,bilateral,0.17192209598352104,38.0,0.0065330396473737996
25,spot,9.908183879864163,39.06041666666667,0.19910669587917953
28,bilateral,0.0,38.0,0.0
28,spot,-1.1252025229358897,39.06041666666667,-0.22132547412173154
31,bilateral,0.125,38.0,0.00475
31,spot,-3.8514521810113616,39.06041666666667,-0.259361743596535
32,bilateral,0.3462624040037968,38.0,0.01315797135214428
32,spot,-0.8139483313905969,39.06041666666667,-0.21722243123864324
33,bilateral,0.0,38.0,0.0
33,spot,8.177402349929528,39.06041666666667,0.2508280743651715
35,bilateral,0.48103496135825163,38.0,0.018279328531613563
35,spot,-4.358324261073818,39.06041666666667,-0.41436471844529704
36,bilateral,0.0,38.0,0.0
36,spot,6.568435735757511,39.06041666666667,0.11695521785151664
38,bilateral,0.025000000000000022,38.0,0.0009500000000000009
38,spot,-4.048078253443115,39.06041666666667,-0.3320169411623086
42,bilateral,0.0,38.0,0.0
42,spot,13.540689466767077,39.06041666666667,0.4191099641340469
48,bilateral,0.0,38.0,0.0
48,spot,-1.7727493100876064,39.06041666666667,-0.30524158623913245
54,bilateral,0.25251186400811176,38.0,0.009595450832308247
54,spot,13.20138741502875,39.06041666666667,0.4004692858211878
56,bilateral,0.0,38.0,0.0
56,spot,3.6543862207151587,39.06041666666667,-0.004572223557164335
60,bilateral,0.0,38.0,0.0
60,spot,8.79251509446845,39.06041666666667,0.2846134839007595
62,bilateral,0.1290307693930508,38.0,0.004903169236935931
62,spot,-1.1948527088244518,39.06041666666667,-0.22607992726617232
65,bilateral,0.0,38.0,0.0
65,spot,20.835966777598717,39.06041666666667,0.7118446021390448
68,bilateral,0.0,38.0,0.0
68,spot,9.591834648511039,39.06041666666667,0.3126689030254263
74,bilateral,0.0,38.0,0.0
74,spot,9.172750574882388,39.06041666666667,0.2868868502411833
