node,energy_shifted_kwh,net_shift_kwh,value_signal,dlmp_mean_signal,dlmp_max_signal
8,0.01772294484754173,-3.7428970070156956e-06,0.00019388362202943659,44.980562945980104,85.23586771289877
10,0.01733596000021947,-1.1813510027942464e-05,0.00018823660442296187,44.748573220332446,85.17222344892754
11,0.017381436155203704,-0.0024493070103407486,0.00029829067976140384,44.824663411706304,85.22736851823447
16,0.615079372086285,-0.6149694541359041,0.8369071909935706,243.970886488327,2611.432317720161
20,2.9128146320044896,-0.001020077366245542,6.975314134512172,813.2324343798883,8434.111974022959
22,3.2487957747107252,-0.6246955152155975,10.054351534430737,915.235141365792,9591.588237125185
23,2.8894998068731863,-2.1001484098354855,15.156723228574323,948.6556433983033,11397.060635186603
24,3.96350745820631,-0.7407344514381289,16.593705541637625,1144.402463940414,12225.212090059718
25,4.386640609774792,-0.8550761208734319,20.07567348549674,1249.4888909840258,14055.866822645092
28,0.01880552130699787,-0.0027932054997047723,0.00035391097740820584,45.27307924177857,85.23351026923092
31,0.019762403910646528,-6.003765779721837e-06,0.00024285702095500221,45.481025867744826,85.40070756898828
32,0.018014633659145386,-0.002825206604506992,0.0003419616891749671,45.06492292982396,85.31135329075308
33,0.016036012929773132,-0.01602379426660255,0.0009608632422258347,44.40495525311525,84.3299061299424
35,0.12662388906926486,-0.009118245756410456,0.014384182375965303,79.58523505324506,414.4792542616143
36,0.13965739573909364,-4.695884627602814e-06,0.015009784597029592,82.17158605570737,413.17760922216587
38,0.13981528426138942,-4.700467853302817e-06,0.015045863353772294,82.21955424117397,413.6702590848914
42,1.1141989360783304,-0.060596833303593015,0.995233633332519,367.9252535751719,3011.356799053
48,2.027328222951737,-0.11240851378296071,3.4442749896622025,658.5702191957635,5676.329515471313
54,1.907234925643505,-5.9410641859367064e-05,3.1281854042613175,620.8540395406748,5667.546422578634
56,0.06543603997141881,-4.124052826072824e-06,0.008398168833527151,56.10329183864911,446.236827353072
60,0.06442239410284926,-4.408874248316118e-06,0.008524310652175668,56.097469085677496,445.23058906037534
62,0.2617971059197893,-0.002410571682797631,0.16392089764432552,98.7167340930265,1841.145038647145
65,0.627009682222675,-3.006366679243755e-05,0.9127578395434398,177.82416667073934,3944.1218701961066
68,0.9923560616578482,-5.35766850486008e-06,2.3886865382967764,253.11709832892294,6816.2520786347695
74,1.4095083138616813,-1.5709745719252877e-05,4.808161522060709,340.16498626873505,9626.281600489452
