node,t,dlmp_signal,spot_eur_mwh,adder_signal
10,17,29.17018236061685,28.2,0.9701823606168496
10,18,29.17250119267133,28.2,0.9725011926713307
10,19,29.17533210943836,28.2,0.9753321094383622
10,20,44.728931392558366,43.75,0.9789313925583656
10,21,44.7291193738809,43.75,0.9791193738808985
10,22,44.72912474057669,43.75,0.9791247405766867
10,23,44.729125163426744,43.75,0.9791251634267439
10,24,52.769125342196276,51.79,0.9791253421962764
10,25,52.76912543030279,51.79,0.9791254303027941
10,26,52.769125501327615,51.79,0.9791255013276157
10,27,52.76912552369572,51.79,0.9791255236957213
10,28,53.37912553573369,52.4,0.9791255357336937
10,29,53.379125547911286,52.4,0.9791255479112877
10,30,53.37912555986033,52.4,0.9791255598603286
10,31,53.3791255704408,52.4,0.9791255704408002
10,32,50.399125578153566,49.42,0.9791255781535639
10,33,50.3991255851464,49.42,0.9791255851463987
10,34,50.93173537849334,49.42,1.5117353784933414
10,35,50.39912559971059,49.42,0.979125599710585
10,36,50.35912560449689,49.38,0.9791256044968861
10,37,50.35912561080698,49.38,0.9791256108069746
10,38,50.35912561666649,49.38,0.9791256166664866
10,39,50.35912563151681,49.38,0.9791256315168084
10,40,47.35912562822265,46.38,0.979125628222647
10,41,47.359125629997095,46.38,0.9791256299970925
10,42,47.359125634018675,46.38,0.979125634018672
10,43,47.35912563745419,46.38,0.9791256374541888
10,44,37.25912563900295,36.28,0.9791256390029517
10,45,37.25912564087985,36.28,0.9791256408798503
10,46,37.25912564557916,36.28,0.9791256455791597
10,47,37.259125645145104,36.28,0.9791256451451034
10,48,36.5591256459888,35.58,0.9791256459888018
10,49,36.559125647942636,35.58,0.979125647942638
10,50,36.55912565027946,35.58,0.9791256502794639
10,51,36.55912565256563,35.58,0.9791256525656351
10,52,36.199125653759346,35.22,0.9791256537593469
10,53,36.1991256547751,35.22,0.9791256547751033
10,54,36.19912565791136,35.22,0.9791256579113607
10,55,36.199125660592614,35.22,0.9791256605926151
10,56,35.89912566357663,34.92,0.9791256635766317
10,57,35.899125664001495,34.92,0.9791256640014936
10,58,40.797807663846335,34.92,5.877807663846333
10,59,44.26940718292521,34.92,9.349407182925205
10,60,58.94810143563369,34.76,24.18810143563369
10,61,55.63717483414564,34.76,20.87717483414564
10,62,40.81148341936794,34.76,6.0514834193679405
10,63,78.84190925425517,34.76,44.08190925425517
10,64,47.70217931545284,40.47,7.232179315452839
10,65,46.79309821749146,40.47,6.323098217491463
10,66,66.63928064870453,40.47,26.16928064870453
10,67,46.673850598036005,40.47,6.203850598036006
10,68,59.91298991796003,48.01,11.902989917960035
10,69,56.316973247487184,48.01,8.306973247487186
10,70,52.36920329049835,48.01,4.35920329049835
10,71,85.17222344892754,48.01,37.16222344892754
10,72,55.29109047784269,51.61,3.6810904778426874
10,73,71.34709391409204,51.61,19.737093914092043
10,74,79.86732852522948,51.61,28.257328525229482
10,75,55.42753780834328,51.61,3.817537808343282
10,76,49.69094632844792,47.16,2.530946328447925
10,77,49.59455619261112,47.16,2.434556192611126
10,78,56.01361576369074,47.16,8.85361576369074
10,79,51.39657571527815,47.16,4.236575715278157
10,80,38.10912568186134,37.13,0.9791256818613405
10,81,38.109125683549856,37.13,0.979125683549853
10,82,38.10912568153147,37.13,0.979125681531464
10,83,38.10912568322212,37.13,0.9791256832221151
10,84,35.66912567521811,34.69,0.9791256752181141
10,85,36.16367747694527,34.69,1.4736774769452694
10,86,35.669125671836554,34.69,0.979125671836556
10,87,35.66912567349416,34.69,0.9791256734941598
10,88,32.77912566875715,31.8,0.9791256687571526
10,89,32.77912566520546,31.8,0.9791256652054621
10,90,32.77912567172998,31.8,0.9791256717299781
10,91,32.779125663208525,31.8,0.9791256632085243
10,92,35.10944531218987,26.21,8.899445312189869
10,93,38.8237733308803,26.21,12.6137733308803
10,94,66.09610435081676,26.21,39.88610435081676
10,95,47.96863113876585,26.21,21.75863113876585
11,0,49.583474655669534,31.0,18.583474655669534
11,1,41.28717292935042,31.0,10.287172929350419
11,2,40.89893434295084,31.0,9.898934342950838
11,3,41.29202203479667,31.0,10.292022034796673
11,4,32.00331346365707,30.94,1.063313463657071
11,5,40.97127174903824,30.94,10.031271749038236
11,6,37.807062654711906,30.94,6.867062654711905
11,7,37.37578040713191,30.94,6.435780407131912
11,8,37.2326415226471,31.32,5.9126415226471
11,9,35.70005321084898,31.32,4.380053210848978
11,10,38.867565223105935,31.32,7.547565223105934
11,11,35.340338944476976,31.32,4.0203389444769755
11,12,37.78414512062651,29.03,8.75414512062651
11,13,35.63331772467213,29.03,6.603317724672131
11,14,30.086787156447215,29.03,1.0567871564472142
11,15,34.47031863920456,29.03,5.4403186392045555
11,16,29.154645147837755,28.2,0.9546451478377556
11,17,29.156535594695217,28.2,0.9565355946952181
11,18,29.1587775481166,28.2,0.9587775481166005
11,19,29.161482334220562,28.2,0.9614823342205625
11,20,44.71482076622071,43.75,0.9648207662207113
11,21,44.71482117318323,43.75,0.9648211731832319
11,22,44.71482157642095,43.75,0.9648215764209525
11,23,44.714821675128654,43.75,0.964821675128654
11,24,52.769291841512576,51.79,0.9792918415125769
11,25,52.76929207459892,51.79,0.9792920745989235
11,26,52.76929212844772,51.79,0.9792921284477174
11,27,52.769292146491416,51.79,0.9792921464914173
11,28,53.379292164967566,52.4,0.9792921649675677
11,29,53.37929217669632,52.4,0.979292176696319
11,30,53.379293000430735,52.4,0.9792930004307365
11,31,53.3741435597185,52.4,0.9741435597184989
11,32,50.39929219071751,49.42,0.9792921907175085
11,33,50.39929221264064,49.42,0.9792922126406367
11,34,50.96082309082959,49.42,1.5408230908295906
11,35,50.39405721631088,49.42,0.9740572163108752
11,36,50.35403942786656,49.38,0.9740394278665576
11,37,50.359292205316365,49.38,0.9792922053163622
11,38,50.359292209220975,49.38,0.9792922092209722
11,39,50.35929220378452,49.38,0.9792922037845173
11,40,47.3592922059388,46.38,0.9792922059387976
11,41,47.3592922104392,46.38,0.9792922104391977
11,42,47.359292208469576,46.38,0.9792922084695732
11,43,47.35929221297637,46.38,0.9792922129763681
11,44,37.25929220682662,36.28,0.9792922068266208
11,45,37.259292201189,36.28,0.9792922011889971
11,46,37.2592922086028,36.28,0.9792922086028
11,47,37.25929220125854,36.28,0.9792922012585379
11,48,36.559292204231895,35.58,0.9792922042318963
11,49,36.55929220792494,35.58,0.9792922079249422
11,50,36.55929219972324,35.58,0.9792921997232398
11,51,36.55929220079891,35.58,0.9792922007989091
11,52,36.27172932211559,35.22,1.051729322115591
11,53,36.271998595753644,35.22,1.0519985957536448
11,54,36.27236546808296,35.22,1.0523654680829608
11,55,36.272436950400625,35.22,1.052436950400626
11,56,35.89929218951515,34.92,0.9792921895151494
11,57,35.89929218463983,34.92,0.9792921846398315
11,58,40.93585243745646,34.92,6.015852437456459
11,59,44.30160982801506,34.92,9.381609828015058
11,60,58.97671062481456,34.76,24.21671062481456
11,61,55.64185960371351,34.76,20.881859603713515
11,62,40.80654264736295,34.76,6.046542647362955
11,63,78.90392294081573,34.76,44.143922940815735
11,64,47.70653461252809,40.47,7.236534612528089
11,65,46.7978663944434,40.47,6.327866394443404
11,66,66.6780734951514,40.47,26.208073495151396
11,67,46.67460093259183,40.47,6.2046009325918305
11,68,59.92029080483137,48.01,11.91029080483137
11,69,56.31922194871321,48.01,8.309221948713216
11,70,52.36942393117861,48.01,4.359423931178611
11,71,85.22736851823447,48.01,37.21736851823447
11,72,55.29027305361824,51.61,3.6802730536182438
11,73,71.36543045928588,51.61,19.755430459285876
11,74,79.89092576625227,51.61,28.280925766252267
11,75,55.42652386325886,51.61,3.8165238632588583
11,76,49.69090217940936,47.16,2.5309021794093667
11,77,49.55891788957474,47.16,2.39891788957474
11,78,70.55976741648738,47.16,23.39976741648738
11,79,51.39818952746417,47.16,4.238189527464172
11,80,38.10929218149729,37.13,0.9792921814972857
11,81,38.10929217292654,37.13,0.9792921729265345
11,82,38.109292165758276,37.13,0.9792921657582738
11,83,38.109292164906826,37.13,0.9792921649068234
11,84,35.66929215253658,34.69,0.9792921525365799
11,85,36.163526088393304,34.69,1.4735260883933066
11,86,35.669292132390694,34.69,0.9792921323906967
11,87,35.66929210905896,34.69,0.9792921090589601
11,88,31.90066847893223,31.8,0.10066847893222786
11,89,31.836867647220707,31.8,0.036867647220706345
11,90,31.836867642452255,31.8,0.036867642452254046
11,91,31.836867572249478,31.8,0.03686757224947712
11,92,34.08951948206889,26.21,7.879519482068886
11,93,37.85633746991157,26.21,11.646337469911572
11,94,65.15403324421152,26.21,38.94403324421152
11,95,47.00902932049027,26.21,20.79902932049027
16,0,1340.6060031443694,31.0,1309.6060031443694
16,1,723.4472017268322,31.0,692.4472017268322
16,2,694.4261885931948,31.0,663.4261885931948
16,3,724.0980249472325,31.0,693.0980249472325
16,4,30.60294927072994,30.94,-0.33705072927006086
16,5,704.7213220511155,30.94,673.7813220511155
16,6,464.09140236729615,30.94,433.15140236729616
16,7,430.5480662534898,30.94,399.6080662534898
16,8,390.6612293266045,31.32,359.3412293266045
16,9,273.05407319284393,31.32,241.73407319284394
16,10,516.7267037573489,31.32,485.4067037573489
16,11,246.46075699544969,31.32,215.1407569954497
16,12,606.8422354491418,29.03,577.8122354491418
16,13,441.94879379953784,29.03,412.91879379953787
16,14,28.690113107035643,29.03,-0.33988689296435837
16,15,352.23515768462244,29.03,323.20515768462246
16,16,28.200008605062575,28.2,8.605062575384181e-06
16,17,28.200008277330145,28.2,8.277330145745054e-06
16,18,28.200008212693067,28.2,8.212693067832788e-06
16,19,28.20000821244868,28.2,8.212448680211537e-06
16,20,43.7500004644624,43.75,4.6446240276054596e-07
16,21,43.75000046618761,43.75,4.6618760762839884e-07
16,22,43.7500004678535,43.75,4.678535034940978e-07
16,23,43.75000046941624,43.75,4.6941624276541916e-07
16,24,51.790000470859184,51.79,4.7085918453149134e-07
16,25,51.79000047210457,51.79,4.7210457410074014e-07
16,26,51.79000047334186,51.79,4.7334186348280127e-07
16,27,51.790000474704506,51.79,4.747045068143052e-07
16,28,52.40000047604687,52.4,4.7604687125613054e-07
16,29,52.40000047755373,52.4,4.775537334467117e-07
16,30,52.40000047864006,52.4,4.786400609191332e-07
16,31,52.40000047823232,52.4,4.782323230756447e-07
16,32,49.42000047864666,49.42,4.786466547557211e-07
16,33,49.42000047910602,49.42,4.7910602063439e-07
16,34,49.95456533773293,49.42,0.5345653377329285
16,35,49.420000479922635,49.42,4.799226331897444e-07
16,36,49.38000048035003,49.38,4.803500246453041e-07
16,37,49.38000048040665,49.38,4.804066477959168e-07
16,38,49.38000048071487,49.38,4.807148670238348e-07
16,39,49.3800004809244,49.38,4.809243989711831e-07
16,40,46.38000048125291,46.38,4.812529041942071e-07
16,41,46.38000048161528,46.38,4.816152809894447e-07
16,42,46.38000048193889,46.38,4.819388905730193e-07
16,43,46.380000482273424,46.38,4.822734211984425e-07
16,44,36.280000482420505,36.28,4.824205035447449e-07
16,45,36.28000048435869,36.28,4.843586864922145e-07
16,46,36.28000048314446,36.28,4.831444613273561e-07
16,47,36.28000048310928,36.28,4.831092823565086e-07
16,48,35.580000483882266,35.58,4.838822675878873e-07
16,49,35.58000048299631,35.58,4.829963131669501e-07
16,50,35.58000048294622,35.58,4.82946219904079e-07
16,51,35.92211174669121,35.58,0.34211174669120936
16,52,35.22000048332352,35.22,4.833235180967677e-07
16,53,35.220000483138726,35.22,4.831387272474785e-07
16,54,35.220000483241044,35.22,4.83241045401428e-07
16,55,35.22000048308279,35.22,4.830827933233195e-07
16,56,34.920000483109455,34.92,4.831094528867652e-07
16,57,34.920000483296405,34.92,4.83296403785971e-07
16,58,39.82328667288944,34.92,4.903286672889436
16,59,43.364748622346006,34.92,8.444748622346005
16,60,1705.7339620007217,34.76,1670.9739620007217
16,61,1457.9073517743197,34.76,1423.1473517743198
16,62,380.7431001092035,34.76,345.9831001092035
16,63,2611.432317720161,34.76,2576.6723177201607
16,64,46.78560463917653,40.47,6.315604639176534
16,65,45.84420756149483,40.47,5.374207561494828
16,66,65.7924558327164,40.47,25.3224558327164
16,67,45.71956198204944,40.47,5.249561982049443
16,68,58.99433893838963,48.01,10.984338938389634
16,69,55.39856331711958,48.01,7.3885633171195835
16,70,51.406190502391595,48.01,3.3961905023915975
16,71,84.44044123886363,48.01,36.43044123886363
16,72,54.321739121600494,51.61,2.7117391216004947
16,73,70.5315497403878,51.61,18.921549740387803
16,74,79.18023973336165,51.61,27.570239733361646
16,75,54.46584143752891,51.61,2.855841437528909
16,76,48.73109406832756,47.16,1.571094068327561
16,77,48.58727214497844,47.16,1.4272721449784456
16,78,905.5434388807305,47.16,858.3834388807305
16,79,50.450747702230494,47.16,3.2907477022304974
16,80,37.13000048317017,37.13,4.831701687635359e-07
16,81,37.13000048309437,37.13,4.83094368064485e-07
16,82,37.130000483006974,37.13,4.830069713079865e-07
16,83,37.13000048286961,37.13,4.828696091863094e-07
16,84,34.690000482801,34.69,4.828009991797444e-07
16,85,35.1864564313521,34.69,0.49645643135210094
16,86,34.69000048249005,34.69,4.824900514677211e-07
16,87,34.69000048242157,34.69,4.824215693588485e-07
16,88,31.800000482185357,31.8,4.821853565317724e-07
16,89,31.800000481989382,31.8,4.819893817398224e-07
16,90,31.80000048177076,31.8,4.817707583981701e-07
16,91,31.800000481598897,31.8,4.815988958739581e-07
16,92,537.2357803271518,26.21,511.02578032715184
16,93,814.6797049926204,26.21,788.4697049926203
16,94,2483.8443951084014,26.21,2457.6343951084013
16,95,1411.7937576740724,26.21,1385.5837576740723
20,0,4281.010853481802,31.0,4250.010853481802
20,1,2337.856848821311,31.0,2306.856848821311
20,2,2246.6010962445325,31.0,2215.6010962445325
20,3,2340.0684330215854,31.0,2309.0684330215854
20,4,31.425005912490345,30.94,0.48500591249034386
20,5,2279.008054499417,30.94,2248.068054499417
20,6,1522.5622090090374,30.94,1491.6222090090373
20,7,1417.2187352099602,30.94,1386.2787352099601
20,8,1291.0586312037583,31.32,1259.7386312037584
20,9,921.7905110778837,31.32,890.4705110778837
20,10,1687.1461321932682,31.32,1655.8261321932682
20,11,838.1347012782222,31.32,806.8147012782222
20,12,1975.5223663724037,29.03,1946.4923663724037
20,13,1457.2197408852644,29.03,1428.1897408852644
20,14,29.51473438526191,29.03,0.48473438526190904
20,15,1175.197598712495,29.03,1146.167598712495
20,16,159.96409596731525,28.2,131.76409596731526
20,17,159.96408748901,28.2,131.76408748901002
20,18,159.9640789454924,28.2,131.7640789454924
20,19,159.9640703202387,28.2,131.76407032023872
20,20,175.51406159497117,43.75,131.76406159497117
20,21,175.51406159598227,43.75,131.76406159598227
20,22,175.51406159701386,43.75,131.76406159701386
20,23,175.51406159808806,43.75,131.76406159808806
20,24,183.55406159926906,51.79,131.76406159926907
20,25,183.55406160021758,51.79,131.7640616002176
20,26,183.55406160127808,51.79,131.7640616012781
20,27,183.5540616022732,51.79,131.76406160227322
20,28,184.1640616034052,52.4,131.7640616034052
20,29,184.16406160501106,52.4,131.76406160501105
20,30,184.164061606417,52.4,131.764061606417
20,31,184.16406160512133,52.4,131.76406160512133
20,32,181.18406160545368,49.42,131.76406160545366
20,33,181.18406160586034,49.42,131.76406160586032
20,34,181.73867075881026,49.42,132.31867075881024
20,35,181.18406160650477,49.42,131.76406160650475
20,36,181.14406160691598,49.38,131.764061606916
20,37,181.14406160678072,49.38,131.76406160678073
20,38,181.14406160706042,49.38,131.76406160706043
20,39,181.1440616071588,49.38,131.7640616071588
20,40,178.14406160742936,46.38,131.76406160742937
20,41,178.1440616078715,46.38,131.7640616078715
20,42,178.1440616081405,46.38,131.7640616081405
20,43,178.1440616085043,46.38,131.7640616085043
20,44,168.0440616085539,36.28,131.7640616085539
20,45,168.04406162368417,36.28,131.76406162368417
20,46,168.04406160954719,36.28,131.76406160954718
20,47,168.04406160904526,36.28,131.76406160904526
20,48,167.34406160861033,35.58,131.76406160861035
20,49,167.34406160874914,35.58,131.76406160874916
20,50,167.3440616088193,35.58,131.7640616088193
20,51,167.34380265423994,35.58,131.76380265423995
20,52,166.98406160894967,35.22,131.76406160894967
20,53,166.98406160905577,35.22,131.76406160905577
20,54,166.98406160925788,35.22,131.76406160925788
20,55,166.9840616090125,35.22,131.76406160901251
20,56,166.6840616090239,34.92,131.76406160902388
20,57,166.68406160929072,34.92,131.7640616092907
20,58,171.69904169282051,34.92,136.7790416928205
20,59,175.4543857532684,34.92,140.5343857532684
20,60,5541.342234025873,34.76,5506.582234025873
20,61,4697.9990369242405,34.76,4663.23903692424
20,62,1261.6439591038102,34.76,1226.8839591038102
20,63,8434.111974022959,34.76,8399.351974022959
20,64,178.84215022334317,40.47,138.37215022334317
20,65,177.79125216710358,40.47,137.32125216710358
20,66,198.43831090891058,40.47,157.96831090891058
20,67,177.6454932017344,40.47,137.1754932017344
20,68,191.18323987816026,48.01,143.17323987816027
20,69,187.4651509995237,48.01,139.4551509995237
20,70,183.29282836045394,48.01,135.28282836045395
20,71,217.80360341106618,48.01,169.7936034110662
20,72,186.16548846426815,51.61,134.55548846426814
20,73,203.10511895438322,51.61,151.4951189543832
20,74,212.45799593854395,51.61,160.84799593854393
20,75,186.34355424238402,51.61,134.733554242384
20,76,180.57682619841987,47.16,133.41682619841987
20,77,180.40932668333022,47.16,133.24932668333022
20,78,2898.323901455195,47.16,2851.163901455195
20,79,182.38576544167606,47.16,135.22576544167606
20,80,168.89406160858508,37.13,131.76406160858508
20,81,168.8940616084268,37.13,131.7640616084268
20,82,168.89406160821093,37.13,131.76406160821094
20,83,168.89406160792004,37.13,131.76406160792004
20,84,166.4540616077025,34.69,131.7640616077025
20,85,166.9658459173267,34.69,132.2758459173267
20,86,166.4540616069757,34.69,131.7640616069757
20,87,166.4540616065764,34.69,131.7640616065764
20,88,163.56406160615512,31.8,131.7640616061551
20,89,163.5640616055376,31.8,131.7640616055376
20,90,163.5640616048147,31.8,131.76406160481469
20,91,163.56406160407738,31.8,131.76406160407737
20,92,1766.9747733593583,26.21,1740.7647733593583
20,93,2642.2081103192563,26.21,2615.9981103192563
20,94,7959.363263080439,26.21,7933.153263080439
20,95,4531.7057158043335,26.21,4505.4957158043335
22,0,5201.987624575409,31.0,5170.987624575409
22,1,2818.616157267176,31.0,2787.616157267176
22,2,2706.781749577491,31.0,2675.781749577491
22,3,2821.3808345993803,31.0,2790.3808345993803
22,4,31.387836243281686,30.94,0.44783624328168514
22,5,2746.389221780406,30.94,2715.449221780406
22,6,1818.313400576692,30.94,1787.373400576692
22,7,1689.050689289709,30.94,1658.110689289709
22,8,1534.2169641483003,31.32,1502.8969641483004
22,9,1081.114517712418,31.32,1049.7945177124182
22,10,2020.2276784398073,31.32,1988.9076784398073
22,11,978.474853315053,31.32,947.154853315053
22,12,2374.550629233303,29.03,2345.5206292333028
22,13,1738.4941291275095,29.03,1709.4641291275095
22,14,29.478155217774905,29.03,0.44815521777490375
22,15,1392.4947625167274,29.03,1363.4647625167274
22,16,147.00408927977415,28.2,118.80408927977415
22,17,147.00408096188093,28.2,118.80408096188093
22,18,147.00407259999574,28.2,118.80407259999573
22,19,147.00406417948778,28.2,118.80406417948778
22,20,162.55405568442615,43.75,118.80405568442615
22,21,162.55405568500757,43.75,118.80405568500757
22,22,162.5540556856198,43.75,118.8040556856198
22,23,162.55405568626736,43.75,118.80405568626736
22,24,170.5940556870295,51.79,118.80405568702952
22,25,170.59405568755483,51.79,118.80405568755484
22,26,170.59405568820583,51.79,118.80405568820584
22,27,170.59405568880302,51.79,118.80405568880303
22,28,171.2040556895619,52.4,118.80405568956189
22,29,171.20405569099395,52.4,118.80405569099395
22,30,171.20405569274558,52.4,118.80405569274558
22,31,171.20405569068333,52.4,118.80405569068333
22,32,168.22405569092112,49.42,118.80405569092112
22,33,168.2240556912484,49.42,118.8040556912484
22,34,168.77995800055317,49.42,119.35995800055316
22,35,168.22405569174433,49.42,118.80405569174432
22,36,168.18405569210825,49.38,118.80405569210825
22,37,168.18405569185563,49.38,118.80405569185564
22,38,168.1840556920841,49.38,118.80405569208409
22,39,168.18405569210262,49.38,118.80405569210262
22,40,165.1840556923134,46.38,118.8040556923134
22,41,165.18405569274,46.38,118.80405569274001
22,42,165.18405569296334,46.38,118.80405569296335
22,43,165.18405569331557,46.38,118.80405569331558
22,44,155.0840556928517,36.28,118.8040556928517
22,45,155.08405569316568,36.28,118.80405569316568
22,46,155.08405569306575,36.28,118.80405569306575
22,47,155.0840556931529,36.28,118.80405569315289
22,48,154.38405569332122,35.58,118.80405569332122
22,49,154.38405569349004,35.58,118.80405569349004
22,50,154.38405569358068,35.58,118.80405569358068
22,51,154.3838071507666,35.58,118.80380715076659
22,52,154.0240556937488,35.22,118.80405569374881
22,53,154.02405569388088,35.22,118.80405569388088
22,54,154.02405569411866,35.22,118.80405569411866
22,55,154.0240556938537,35.22,118.80405569385371
22,56,153.72405569387575,34.92,118.80405569387575
22,57,153.7240556941822,34.92,118.8040556941822
22,58,158.74529111981465,34.92,123.82529111981465
22,59,162.52039997079277,34.92,127.60039997079276
22,60,6736.005125086322,34.76,6701.245125086321
22,61,5705.7714617488355,34.76,5671.011461748835
22,62,1495.9940949528886,34.76,1461.2340949528887
22,63,7803.059557795388,34.76,7768.299557795388
22,64,165.90781353081462,40.47,125.43781353081462
22,65,164.84659354358575,40.47,124.37659354358576
22,66,185.54035740642738,40.47,145.07035740642738
22,67,164.69990589079754,40.47,124.22990589079754
22,68,178.2589717885191,48.01,130.2489717885191
22,69,174.53393985566748,48.01,126.52393985566749
22,70,170.34473512573865,48.01,122.33473512573866
22,71,204.95198594850208,48.01,156.9419859485021
22,72,173.21334363397682,51.61,121.60334363397682
22,73,190.21728027358392,51.61,138.6072802735839
22,74,199.62975142838155,51.61,148.01975142838154
22,75,173.39542261819793,51.61,121.78542261819793
22,76,167.6257681987135,47.16,120.4657681987135
22,77,167.45541258065583,47.16,120.29541258065584
22,78,3497.2914107786137,47.16,3450.131410778614
22,79,169.44337464679842,47.16,122.28337464679842
22,80,155.9340556935135,37.13,118.8040556935135
22,81,155.9340556933185,37.13,118.8040556933185
22,82,155.93405569305182,37.13,118.80405569305182
22,83,155.934055692679,37.13,118.80405569267901
