price
31.0000
31.0000
31.0000
31.0000
30.9400
30.9400
30.9400
30.9400
31.3200
31.3200
31.3200
31.3200
29.0300
29.0300
29.0300
29.0300
28.2000
28.2000
28.2000
28.2000
43.7500
43.7500
43.7500
43.7500
51.7900
51.7900
51.7900
51.7900
52.4000
52.4000
52.4000
52.4000
49.4200
49.4200
49.4200
49.4200
49.3800
49.3800
49.3800
49.3800
46.3800
46.3800
46.3800
46.3800
36.2800
36.2800
36.2800
36.2800
35.5800
35.5800
35.5800
35.5800
35.2200
35.2200
35.2200
35.2200
34.9200
34.9200
34.9200
34.9200
34.7600
34.7600
34.7600
34.7600
40.4700
40.4700
40.4700
40.4700
48.0100
48.0100
48.0100
48.0100
51.6100
51.6100
51.6100
51.6100
47.1600
47.1600
47.1600
47.1600
37.1300
37.1300
37.1300
37.1300
34.6900
34.6900
34.6900
34.6900
31.8000
31.8000
31.8000
31.8000
26.2100
26.2100
26.2100
26.2100
